zip_code,billing_month,billed_amount
75745,2023-09-01,17944.57
75659,2021-02-01,18534.66
75063,2024-01-01,15959.22
75462,2023-08-01,11075.11
75423,2024-11-01,16222.59
75351,2023-12-01,17535.93
75491,2022-07-01,10784.09
75233,2024-08-01,13409.54
75730,2021-12-01,14415.75
75051,2023-11-01,8698.19
76209,2024-03-01,18641.18
75317,2024-01-01,19184.78
75519,2022-07-01,15278.37
75718,2024-12-01,11156.92
75979,2021-04-01,20034.93
76391,2022-01-01,20730.4
76485,2021-10-01,18492.91
75837,2024-05-01,18207.81
76390,2023-03-01,20969.72
75712,2022-11-01,17522.66
75913,2021-10-01,13411.21
75418,2022-04-01,17648.58
75714,2024-01-01,16039.74
76263,2022-09-01,17648.42
75418,2024-07-01,22421.33
75195,2021-05-01,11989.61
75419,2024-09-01,18887.37
75954,2023-05-01,11737.07
76206,2022-08-01,13409.1
75086,2022-07-01,25869.19
75285,2023-08-01,20286.53
75921,2024-02-01,18804.71
75033,2021-10-01,9707.64
76265,2021-02-01,16821.3
75124,2023-07-01,7636.05
76058,2022-07-01,18186.26
75443,2024-08-01,11765.18
76352,2021-11-01,20789.22
76328,2022-08-01,18806.52
76430,2023-06-01,11919.54
75577,2024-05-01,19907.97
75184,2021-09-01,28466.94
76228,2022-05-01,16986.37
75485,2022-11-01,22401.51
75624,2022-06-01,7485.07
76189,2023-06-01,20338.48
76484,2024-08-01,15153.64
75495,2022-11-01,16654.93
76050,2022-09-01,20975.57
75196,2021-04-01,16782.59
75327,2022-05-01,9912.81
75735,2023-12-01,25636.1
75659,2022-06-01,10749.0
76242,2021-07-01,13802.32
75246,2022-10-01,18640.59
75624,2023-04-01,18687.17
76183,2021-01-01,20139.86
76304,2023-01-01,18666.34
75406,2022-10-01,23742.1
76495,2021-07-01,20451.49
75314,2023-07-01,12071.5
75826,2022-06-01,5009.55
75475,2021-09-01,18755.44
75449,2021-12-01,25330.71
75897,2024-12-01,11738.14
76267,2023-08-01,12750.25
76365,2023-09-01,19774.28
75234,2021-12-01,20414.97
75189,2022-08-01,23611.42
76007,2022-06-01,26205.55
75137,2023-10-01,19180.42
75485,2024-10-01,13366.5
75367,2023-08-01,13519.42
75829,2023-12-01,15281.86
76173,2021-11-01,23156.04
76123,2022-01-01,15499.58
75417,2023-03-01,22807.89
75720,2022-07-01,10375.83
75878,2021-08-01,19435.8
75299,2021-06-01,14244.54
76228,2021-03-01,20610.55
76437,2023-02-01,16718.63
76172,2023-08-01,21987.65
76462,2022-03-01,15825.43
76242,2023-02-01,17870.13
75463,2023-04-01,22040.41
75420,2023-09-01,17490.54
76162,2022-01-01,18291.55
75792,2021-02-01,21802.38
76353,2024-06-01,17616.24
75041,2023-10-01,10075.94
76313,2023-10-01,15144.8
75379,2023-04-01,8382.75
75321,2024-02-01,16750.29
75510,2022-09-01,20356.56
75004,2021-05-01,18622.99
76376,2021-01-01,24973.29
75345,2022-01-01,24413.34
76367,2024-10-01,19283.68
75154,2024-06-01,6039.1
75881,2021-12-01,21356.72
75895,2024-11-01,14141.47
75166,2021-02-01,22406.14
75829,2023-05-01,19563.25
75368,2023-04-01,21280.42
75840,2023-03-01,20508.35
75869,2024-01-01,29950.9
76474,2021-03-01,20605.92
75741,2023-05-01,11599.3
75017,2024-06-01,23356.56
76441,2021-03-01,15847.79
75019,2021-11-01,24725.97
76042,2023-02-01,25714.43
75074,2023-01-01,21109.23
75973,2022-12-01,11611.83
75923,2023-02-01,15698.41
75540,2024-11-01,24703.76
75838,2023-02-01,27995.01
75612,2021-03-01,18309.63
75718,2021-08-01,16626.0
75213,2022-03-01,12099.36
75526,2022-04-01,12164.75
75458,2023-03-01,19163.91
76420,2021-07-01,21503.74
75693,2024-04-01,10563.23
75568,2022-06-01,22146.68
75042,2024-11-01,24861.39
75961,2024-12-01,21152.95
75427,2024-05-01,26264.31
75596,2023-04-01,19777.35
76202,2023-05-01,19826.83
76311,2021-10-01,19731.31
75828,2023-06-01,24797.12
75397,2021-04-01,20688.2
75561,2023-02-01,15351.23
76456,2021-05-01,20117.16
75000,2022-06-01,20167.24
75249,2021-10-01,16938.33
75579,2023-11-01,23112.92
76323,2024-01-01,18457.43
75191,2023-04-01,21526.44
75689,2023-09-01,20548.8
75420,2024-01-01,14371.13
76340,2021-05-01,13102.25
76300,2021-04-01,14423.68
76231,2024-07-01,17594.21
76497,2023-10-01,25957.64
75101,2024-12-01,17762.94
75233,2023-03-01,19868.77
75311,2024-08-01,22365.08
75206,2021-04-01,16205.73
75135,2023-06-01,15926.64
76328,2021-07-01,23257.9
75146,2023-07-01,20840.85
76159,2023-03-01,15180.06
75259,2023-07-01,15938.27
75675,2024-02-01,18426.58
75847,2023-08-01,19648.1
75231,2024-08-01,24219.89
76481,2022-10-01,20659.98
76244,2021-07-01,13082.47
76413,2022-07-01,14068.61
75891,2021-02-01,19548.61
75332,2024-11-01,18713.9
75021,2022-06-01,13780.14
76300,2024-05-01,23264.49
76151,2021-12-01,6760.34
75203,2021-08-01,19678.12
75033,2021-01-01,10265.2
75195,2021-06-01,22403.49
75651,2021-06-01,16675.05
75116,2024-12-01,21738.63
75342,2023-08-01,16045.03
75706,2024-08-01,24628.72
75711,2021-05-01,8671.0
76335,2024-03-01,22397.45
75605,2022-12-01,14960.76
75211,2024-01-01,19875.5
75888,2021-03-01,20085.45
76436,2023-05-01,11037.89
76477,2024-08-01,22987.07
76158,2022-08-01,19968.51
75282,2022-10-01,18584.71
76151,2024-02-01,19925.89
75365,2021-05-01,18626.16
76366,2021-11-01,22173.39
76299,2023-01-01,15642.89
75248,2021-10-01,22180.92
75436,2021-10-01,20861.49
75811,2023-04-01,17139.91
75512,2024-03-01,27231.22
76206,2021-06-01,20258.01
75431,2021-09-01,18975.0
76437,2023-10-01,20869.8
76024,2024-05-01,17476.16
76204,2024-10-01,24005.5
75849,2022-12-01,17893.21
76476,2022-06-01,22097.14
76086,2021-04-01,12658.6
75224,2024-05-01,9020.9
75403,2024-06-01,20013.17
76089,2022-09-01,16080.97
75081,2022-08-01,17036.69
76271,2022-02-01,6292.98
76383,2022-03-01,26503.13
76378,2023-10-01,18522.78
75659,2023-07-01,24672.87
75886,2023-10-01,11037.1
75505,2021-09-01,18493.24
75599,2021-02-01,20037.6
75754,2023-06-01,18669.84
76010,2023-08-01,19167.49
76113,2024-08-01,11050.42
75711,2023-07-01,19585.06
76274,2022-11-01,13786.6
76478,2022-06-01,14911.43
75400,2022-04-01,18082.54
75182,2022-11-01,16240.44
75782,2024-10-01,16527.91
75544,2024-01-01,23619.88
76189,2021-07-01,17219.75
76309,2022-04-01,16015.52
75610,2021-10-01,17384.9
76128,2023-07-01,12442.56
75263,2021-07-01,18812.81
75001,2023-09-01,21609.2
76074,2021-05-01,19569.92
76264,2022-07-01,18183.28
76414,2024-12-01,21007.39
75747,2023-02-01,15229.44
75163,2021-09-01,18196.24
76032,2023-06-01,24991.54
76476,2023-01-01,16529.62
75937,2023-09-01,21039.43
76090,2022-02-01,21164.49
75448,2021-04-01,14211.61
76055,2022-10-01,21439.71
75041,2023-02-01,14965.76
76138,2022-01-01,20145.31
75151,2023-08-01,14885.2
75034,2024-06-01,19405.3
76354,2022-12-01,18646.12
75515,2022-08-01,18559.69
75532,2023-08-01,19359.81
75924,2021-07-01,15346.72
75177,2023-08-01,12168.25
76114,2024-01-01,18408.03
75016,2024-02-01,23513.97
76330,2022-12-01,20916.22
76441,2022-06-01,20236.24
76474,2022-07-01,15445.57
76346,2022-05-01,18932.46
75666,2023-04-01,13847.52
75151,2023-02-01,15882.06
76067,2024-04-01,19785.49
75955,2022-08-01,8916.68
76075,2022-10-01,26647.7
76210,2024-06-01,11329.15
76090,2021-04-01,27443.58
76259,2022-12-01,13805.49
75005,2024-07-01,13756.09
76444,2024-02-01,16012.0
75687,2021-09-01,15802.88
75660,2021-06-01,14974.94
76370,2021-07-01,16147.15
76226,2022-12-01,18458.58
75264,2023-11-01,13512.9
75328,2024-07-01,22203.57
75165,2021-02-01,25061.09
75736,2021-11-01,8276.47
76196,2024-03-01,27276.94
75192,2023-02-01,21862.7
76080,2021-01-01,19287.8
76471,2023-04-01,15128.84
75894,2024-03-01,18833.08
75544,2022-09-01,22487.27
75881,2024-06-01,31049.57
75548,2021-09-01,28959.67
75593,2021-01-01,10356.9
76452,2022-04-01,16960.89
76349,2021-10-01,18387.62
75576,2023-03-01,24717.78
